city,temperature,humidity,weather_main,weather_description,wind_speed,api_timestamp,ingestion_timestamp,processing_timestamp
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:53:25.546288 UTC,2026-03-02 20:53:25.550172 UTC
Warsaw,7.0,65,Clear,clear sky,2.06,2026-03-02 21:50:33.000000 UTC,2026-03-02 21:54:26.532463 UTC,2026-03-02 20:54:26.534961 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:54:27.481026 UTC,2026-03-02 20:54:27.483932 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:54:28.435125 UTC,2026-03-02 20:54:28.437999 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:54:29.392916 UTC,2026-03-02 20:54:29.395557 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:54:30.342200 UTC,2026-03-02 20:54:30.345021 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:54:31.295681 UTC,2026-03-02 20:54:31.298155 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:54:32.255882 UTC,2026-03-02 20:54:32.259033 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:54:33.212643 UTC,2026-03-02 20:54:33.216051 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:54:34.168967 UTC,2026-03-02 20:54:34.171770 UTC
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:54:35.125928 UTC,2026-03-02 20:54:35.128678 UTC
Warsaw,7.0,65,Clear,clear sky,2.06,2026-03-02 21:50:33.000000 UTC,2026-03-02 21:55:36.111663 UTC,2026-03-02 20:55:36.114738 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:55:37.151834 UTC,2026-03-02 20:55:37.154755 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:55:38.156000 UTC,2026-03-02 20:55:38.158957 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:55:39.111159 UTC,2026-03-02 20:55:39.115592 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:55:40.110024 UTC,2026-03-02 20:55:40.113145 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:55:41.123788 UTC,2026-03-02 20:55:41.126943 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:55:42.095204 UTC,2026-03-02 20:55:42.097774 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:55:43.054510 UTC,2026-03-02 20:55:43.056980 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:55:44.082344 UTC,2026-03-02 20:55:44.085293 UTC
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:55:45.066959 UTC,2026-03-02 20:55:45.069410 UTC
Warsaw,7.0,65,Clear,clear sky,2.06,2026-03-02 21:50:33.000000 UTC,2026-03-02 21:56:46.020452 UTC,2026-03-02 20:56:46.023229 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:56:46.976267 UTC,2026-03-02 20:56:46.979446 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:56:47.927106 UTC,2026-03-02 20:56:47.930457 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:56:48.873402 UTC,2026-03-02 20:56:48.876510 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:56:49.828403 UTC,2026-03-02 20:56:49.831186 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:56:50.780693 UTC,2026-03-02 20:56:50.783581 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:56:51.768462 UTC,2026-03-02 20:56:51.771017 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:56:52.869431 UTC,2026-03-02 20:56:52.872169 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 21:56:54.030320 UTC,2026-03-02 20:56:54.033399 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 21:56:54.995674 UTC,2026-03-02 20:56:54.998621 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 21:57:55.939766 UTC,2026-03-02 20:57:55.942432 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 21:57:56.879400 UTC,2026-03-02 20:57:56.882029 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 21:57:57.827633 UTC,2026-03-02 20:57:57.830547 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 21:57:58.777040 UTC,2026-03-02 20:57:58.779454 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 21:57:59.726348 UTC,2026-03-02 20:57:59.729237 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 21:58:00.697794 UTC,2026-03-02 20:58:00.700608 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 21:58:01.655796 UTC,2026-03-02 20:58:01.658562 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 21:58:02.726587 UTC,2026-03-02 20:58:02.729723 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 21:58:03.698937 UTC,2026-03-02 20:58:03.702964 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 21:58:04.664648 UTC,2026-03-02 20:58:04.667474 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 21:59:05.617138 UTC,2026-03-02 20:59:05.621004 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 21:59:06.560689 UTC,2026-03-02 20:59:06.563862 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 21:59:07.511693 UTC,2026-03-02 20:59:07.514763 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 21:59:08.452391 UTC,2026-03-02 20:59:08.455209 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 21:59:09.396191 UTC,2026-03-02 20:59:09.399373 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 21:59:10.377505 UTC,2026-03-02 20:59:10.380489 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 21:59:11.347245 UTC,2026-03-02 20:59:11.349759 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 21:59:12.306338 UTC,2026-03-02 20:59:12.308761 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 21:59:13.245673 UTC,2026-03-02 20:59:13.248406 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 21:59:14.209283 UTC,2026-03-02 20:59:14.212084 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:00:15.186423 UTC,2026-03-02 21:00:15.189443 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:00:16.137595 UTC,2026-03-02 21:00:16.140647 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:00:17.095724 UTC,2026-03-02 21:00:17.098723 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:00:18.046357 UTC,2026-03-02 21:00:18.049511 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:00:18.999438 UTC,2026-03-02 21:00:19.002417 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:00:19.974883 UTC,2026-03-02 21:00:19.978206 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:00:20.950736 UTC,2026-03-02 21:00:20.953368 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:00:21.887560 UTC,2026-03-02 21:00:21.890161 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:00:22.871650 UTC,2026-03-02 21:00:22.874292 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:00:23.832611 UTC,2026-03-02 21:00:23.835333 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:01:24.801873 UTC,2026-03-02 21:01:24.805197 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:01:25.747316 UTC,2026-03-02 21:01:25.750343 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:01:26.768585 UTC,2026-03-02 21:01:26.771189 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:01:27.734544 UTC,2026-03-02 21:01:27.737525 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:01:28.699756 UTC,2026-03-02 21:01:28.702811 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:01:29.703515 UTC,2026-03-02 21:01:29.706272 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:01:30.644180 UTC,2026-03-02 21:01:30.646879 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:01:31.590638 UTC,2026-03-02 21:01:31.593534 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:01:32.563341 UTC,2026-03-02 21:01:32.566105 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:01:33.510794 UTC,2026-03-02 21:01:33.513765 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:02:34.473140 UTC,2026-03-02 21:02:34.476042 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:02:35.444622 UTC,2026-03-02 21:02:35.447741 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:02:36.387174 UTC,2026-03-02 21:02:36.390285 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:02:37.376686 UTC,2026-03-02 21:02:37.380069 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:02:38.304528 UTC,2026-03-02 21:02:38.307509 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:02:39.234495 UTC,2026-03-02 21:02:39.237718 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:02:40.179766 UTC,2026-03-02 21:02:40.182802 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:02:41.132300 UTC,2026-03-02 21:02:41.135114 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:02:42.103584 UTC,2026-03-02 21:02:42.106390 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:02:43.156492 UTC,2026-03-02 21:02:43.160177 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:03:44.102744 UTC,2026-03-02 21:03:44.105260 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:03:45.055023 UTC,2026-03-02 21:03:45.058274 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:03:46.026631 UTC,2026-03-02 21:03:46.029409 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:03:46.987471 UTC,2026-03-02 21:03:46.990171 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:03:47.927402 UTC,2026-03-02 21:03:47.929906 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:03:48.898042 UTC,2026-03-02 21:03:48.900760 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:03:49.866818 UTC,2026-03-02 21:03:49.869580 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:03:50.807537 UTC,2026-03-02 21:03:50.810168 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:03:51.731805 UTC,2026-03-02 21:03:51.734728 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:03:52.659527 UTC,2026-03-02 21:03:52.662256 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:04:53.609320 UTC,2026-03-02 21:04:53.612508 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:04:54.552224 UTC,2026-03-02 21:04:54.554704 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:04:55.487168 UTC,2026-03-02 21:04:55.490037 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:04:56.417205 UTC,2026-03-02 21:04:56.420043 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:04:57.346882 UTC,2026-03-02 21:04:57.349846 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:04:58.274601 UTC,2026-03-02 21:04:58.277660 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:04:59.218860 UTC,2026-03-02 21:04:59.221751 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:05:00.155922 UTC,2026-03-02 21:05:00.158994 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:05:01.113673 UTC,2026-03-02 21:05:01.116044 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:05:02.060266 UTC,2026-03-02 21:05:02.063245 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:06:03.042008 UTC,2026-03-02 21:06:03.044970 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:06:03.983150 UTC,2026-03-02 21:06:03.986233 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:06:04.923259 UTC,2026-03-02 21:06:04.926275 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:06:05.882110 UTC,2026-03-02 21:06:05.885038 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:06:06.807234 UTC,2026-03-02 21:06:06.810058 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:06:07.749938 UTC,2026-03-02 21:06:07.753001 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:06:08.722669 UTC,2026-03-02 21:06:08.725318 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:06:09.664027 UTC,2026-03-02 21:06:09.667112 UTC
Lublin,5.14,89,Clouds,few clouds,4.92,2026-03-02 21:56:54.000000 UTC,2026-03-02 22:06:10.589510 UTC,2026-03-02 21:06:10.592310 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:56:55.000000 UTC,2026-03-02 22:06:11.525274 UTC,2026-03-02 21:06:11.528423 UTC
Warsaw,6.5,64,Clear,clear sky,2.06,2026-03-02 21:54:58.000000 UTC,2026-03-02 22:07:12.454896 UTC,2026-03-02 21:07:12.457553 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:56:45.000000 UTC,2026-03-02 22:07:13.393461 UTC,2026-03-02 21:07:13.396531 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 21:55:02.000000 UTC,2026-03-02 22:07:14.323744 UTC,2026-03-02 21:07:14.326585 UTC
Wroclaw,6.93,73,Clouds,broken clouds,2.24,2026-03-02 21:56:03.000000 UTC,2026-03-02 22:07:15.257573 UTC,2026-03-02 21:07:15.260568 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 21:53:12.000000 UTC,2026-03-02 22:07:16.226209 UTC,2026-03-02 21:07:16.228633 UTC
Gdansk,4.93,82,Clouds,broken clouds,1.54,2026-03-02 21:55:28.000000 UTC,2026-03-02 22:07:17.167103 UTC,2026-03-02 21:07:17.169838 UTC
Szczecin,5.65,83,Clouds,broken clouds,3.13,2026-03-02 21:57:34.000000 UTC,2026-03-02 22:07:18.094890 UTC,2026-03-02 21:07:18.097726 UTC
Bydgoszcz,6.11,78,Clear,clear sky,1.54,2026-03-02 21:58:03.000000 UTC,2026-03-02 22:07:19.035535 UTC,2026-03-02 21:07:19.038370 UTC
Lublin,4.03,89,Clouds,few clouds,5.36,2026-03-02 22:07:20.000000 UTC,2026-03-02 22:07:19.975905 UTC,2026-03-02 21:07:19.978662 UTC
Bialystok,6.28,76,Clouds,overcast clouds,2.24,2026-03-02 22:07:21.000000 UTC,2026-03-02 22:07:20.913183 UTC,2026-03-02 21:07:20.916202 UTC
Warsaw,6.27,64,Clear,clear sky,1.54,2026-03-02 22:06:57.000000 UTC,2026-03-02 22:08:21.842804 UTC,2026-03-02 21:08:21.845826 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 22:08:23.000000 UTC,2026-03-02 22:08:22.789121 UTC,2026-03-02 21:08:22.792019 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 22:06:45.000000 UTC,2026-03-02 22:08:23.741711 UTC,2026-03-02 21:08:23.744645 UTC
Wroclaw,6.8,74,Clouds,broken clouds,2.24,2026-03-02 22:07:06.000000 UTC,2026-03-02 22:08:24.668466 UTC,2026-03-02 21:08:24.671245 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 22:04:07.000000 UTC,2026-03-02 22:08:25.597323 UTC,2026-03-02 21:08:25.600191 UTC
Gdansk,4.93,82,Clouds,broken clouds,2.57,2026-03-02 22:06:53.000000 UTC,2026-03-02 22:08:26.539305 UTC,2026-03-02 21:08:26.542284 UTC
Szczecin,5.86,86,Clouds,broken clouds,3.13,2026-03-02 22:03:36.000000 UTC,2026-03-02 22:08:27.473013 UTC,2026-03-02 21:08:27.476061 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.03,2026-03-02 22:08:28.000000 UTC,2026-03-02 22:08:28.412316 UTC,2026-03-02 21:08:28.415169 UTC
Lublin,4.03,89,Clouds,few clouds,5.36,2026-03-02 22:07:20.000000 UTC,2026-03-02 22:08:29.356454 UTC,2026-03-02 21:08:29.359356 UTC
Bialystok,6.28,76,Clouds,overcast clouds,2.24,2026-03-02 22:07:21.000000 UTC,2026-03-02 22:08:30.293826 UTC,2026-03-02 21:08:30.296727 UTC
Warsaw,6.27,64,Clear,clear sky,1.54,2026-03-02 22:06:57.000000 UTC,2026-03-02 22:09:31.259634 UTC,2026-03-02 21:09:31.262716 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 22:08:23.000000 UTC,2026-03-02 22:09:32.199526 UTC,2026-03-02 21:09:32.202367 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 22:06:45.000000 UTC,2026-03-02 22:09:33.171986 UTC,2026-03-02 21:09:33.174986 UTC
Wroclaw,6.8,74,Clouds,broken clouds,2.24,2026-03-02 22:07:06.000000 UTC,2026-03-02 22:09:34.107293 UTC,2026-03-02 21:09:34.110085 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 22:04:07.000000 UTC,2026-03-02 22:09:35.043961 UTC,2026-03-02 21:09:35.046724 UTC
Gdansk,4.93,82,Clouds,broken clouds,2.57,2026-03-02 22:06:53.000000 UTC,2026-03-02 22:09:35.996568 UTC,2026-03-02 21:09:35.999377 UTC
Szczecin,5.86,86,Clouds,broken clouds,3.13,2026-03-02 22:03:36.000000 UTC,2026-03-02 22:09:36.927049 UTC,2026-03-02 21:09:36.929920 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.03,2026-03-02 22:08:28.000000 UTC,2026-03-02 22:09:37.871164 UTC,2026-03-02 21:09:37.873778 UTC
Lublin,4.03,89,Clouds,few clouds,5.36,2026-03-02 22:07:20.000000 UTC,2026-03-02 22:09:38.810638 UTC,2026-03-02 21:09:38.813698 UTC
Bialystok,6.28,76,Clouds,overcast clouds,2.24,2026-03-02 22:07:21.000000 UTC,2026-03-02 22:09:39.728478 UTC,2026-03-02 21:09:39.731334 UTC
Warsaw,6.27,64,Clear,clear sky,1.54,2026-03-02 22:06:57.000000 UTC,2026-03-02 22:10:40.664069 UTC,2026-03-02 21:10:40.666998 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 22:08:23.000000 UTC,2026-03-02 22:10:41.603668 UTC,2026-03-02 21:10:41.606633 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 22:06:45.000000 UTC,2026-03-02 22:10:42.538214 UTC,2026-03-02 21:10:42.540665 UTC
Wroclaw,6.8,74,Clouds,broken clouds,2.24,2026-03-02 22:07:06.000000 UTC,2026-03-02 22:10:43.462993 UTC,2026-03-02 21:10:43.465852 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 22:04:07.000000 UTC,2026-03-02 22:10:44.394359 UTC,2026-03-02 21:10:44.397129 UTC
Gdansk,4.93,82,Clouds,broken clouds,2.57,2026-03-02 22:06:53.000000 UTC,2026-03-02 22:10:45.342803 UTC,2026-03-02 21:10:45.345550 UTC
Szczecin,5.86,86,Clouds,broken clouds,3.13,2026-03-02 22:03:36.000000 UTC,2026-03-02 22:10:46.274359 UTC,2026-03-02 21:10:46.277094 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.03,2026-03-02 22:08:28.000000 UTC,2026-03-02 22:10:47.229669 UTC,2026-03-02 21:10:47.232478 UTC
Lublin,4.03,89,Clouds,few clouds,5.36,2026-03-02 22:07:20.000000 UTC,2026-03-02 22:10:48.181043 UTC,2026-03-02 21:10:48.184035 UTC
Bialystok,6.28,76,Clouds,overcast clouds,2.24,2026-03-02 22:07:21.000000 UTC,2026-03-02 22:10:49.153028 UTC,2026-03-02 21:10:49.156016 UTC
Warsaw,6.27,64,Clear,clear sky,1.54,2026-03-02 22:06:57.000000 UTC,2026-03-02 22:11:50.091508 UTC,2026-03-02 21:11:50.094537 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 22:08:23.000000 UTC,2026-03-02 22:11:51.023007 UTC,2026-03-02 21:11:51.026081 UTC
Lodz,5.86,77,Clouds,scattered clouds,2.26,2026-03-02 22:06:45.000000 UTC,2026-03-02 22:11:51.958476 UTC,2026-03-02 21:11:51.961285 UTC
Wroclaw,6.8,74,Clouds,broken clouds,2.24,2026-03-02 22:07:06.000000 UTC,2026-03-02 22:11:52.894746 UTC,2026-03-02 21:11:52.897575 UTC
Poznan,8.1,67,Clouds,scattered clouds,1.82,2026-03-02 22:04:07.000000 UTC,2026-03-02 22:11:53.832800 UTC,2026-03-02 21:11:53.835758 UTC
Gdansk,4.93,82,Clouds,broken clouds,2.57,2026-03-02 22:06:53.000000 UTC,2026-03-02 22:11:54.760640 UTC,2026-03-02 21:11:54.763721 UTC
Szczecin,5.86,86,Clouds,broken clouds,3.13,2026-03-02 22:03:36.000000 UTC,2026-03-02 22:11:55.696347 UTC,2026-03-02 21:11:55.699424 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.03,2026-03-02 22:08:28.000000 UTC,2026-03-02 22:11:56.638306 UTC,2026-03-02 21:11:56.641259 UTC
Lublin,4.03,89,Clouds,few clouds,5.36,2026-03-02 22:07:20.000000 UTC,2026-03-02 22:11:57.575217 UTC,2026-03-02 21:11:57.578134 UTC
