city,temperature,humidity,weather_main,weather_description,wind_speed,api_timestamp,ingestion_timestamp,processing_timestamp
Bialystok,6.46,75,Clouds,overcast clouds,2.24,2026-03-02 21:29:01.000000 UTC,2026-03-02 21:34:49.067415 UTC,2026-03-02 20:34:49.070518 UTC
Warsaw,6.69,63,Clear,clear sky,2.06,2026-03-02 21:29:45.000000 UTC,2026-03-02 21:35:50.015907 UTC,2026-03-02 20:35:50.019216 UTC
Krakow,4.99,32,Clouds,few clouds,0.55,2026-03-02 21:26:32.000000 UTC,2026-03-02 21:35:50.959918 UTC,2026-03-02 20:35:50.962727 UTC
Lodz,4.8,74,Clear,clear sky,0.51,2026-03-02 21:26:47.000000 UTC,2026-03-02 21:35:51.935593 UTC,2026-03-02 20:35:51.938567 UTC
Wroclaw,7.64,70,Clouds,overcast clouds,2.68,2026-03-02 21:26:05.000000 UTC,2026-03-02 21:35:52.911530 UTC,2026-03-02 20:35:52.914083 UTC
Poznan,8.36,65,Clouds,scattered clouds,2.15,2026-03-02 21:27:44.000000 UTC,2026-03-02 21:35:53.876212 UTC,2026-03-02 20:35:53.878976 UTC
Gdansk,5.91,79,Clouds,broken clouds,1.03,2026-03-02 21:28:04.000000 UTC,2026-03-02 21:35:54.826755 UTC,2026-03-02 20:35:54.829525 UTC
Szczecin,6.41,85,Clouds,overcast clouds,3.13,2026-03-02 21:28:31.000000 UTC,2026-03-02 21:35:55.778591 UTC,2026-03-02 20:35:55.781642 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.54,2026-03-02 21:28:59.000000 UTC,2026-03-02 21:35:56.711166 UTC,2026-03-02 20:35:56.714074 UTC
Lublin,4.03,88,Clouds,few clouds,4.47,2026-03-02 21:27:01.000000 UTC,2026-03-02 21:35:57.650417 UTC,2026-03-02 20:35:57.653075 UTC
Bialystok,6.46,75,Clouds,overcast clouds,2.24,2026-03-02 21:29:01.000000 UTC,2026-03-02 21:35:58.587429 UTC,2026-03-02 20:35:58.590077 UTC
Warsaw,6.69,63,Clear,clear sky,2.06,2026-03-02 21:29:45.000000 UTC,2026-03-02 21:36:59.531175 UTC,2026-03-02 20:36:59.534564 UTC
Krakow,4.99,32,Clouds,few clouds,0.55,2026-03-02 21:26:32.000000 UTC,2026-03-02 21:37:00.469813 UTC,2026-03-02 20:37:00.472895 UTC
Lodz,4.8,74,Clear,clear sky,0.51,2026-03-02 21:26:47.000000 UTC,2026-03-02 21:37:01.428524 UTC,2026-03-02 20:37:01.431623 UTC
Wroclaw,7.64,70,Clouds,overcast clouds,2.68,2026-03-02 21:26:05.000000 UTC,2026-03-02 21:37:02.513698 UTC,2026-03-02 20:37:02.516733 UTC
Poznan,8.36,65,Clouds,scattered clouds,2.15,2026-03-02 21:27:44.000000 UTC,2026-03-02 21:37:03.519402 UTC,2026-03-02 20:37:03.522631 UTC
Gdansk,5.91,79,Clouds,broken clouds,1.03,2026-03-02 21:28:04.000000 UTC,2026-03-02 21:37:04.470023 UTC,2026-03-02 20:37:04.472802 UTC
Szczecin,6.41,85,Clouds,overcast clouds,3.13,2026-03-02 21:28:31.000000 UTC,2026-03-02 21:37:05.427003 UTC,2026-03-02 20:37:05.429758 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.54,2026-03-02 21:28:59.000000 UTC,2026-03-02 21:37:06.375258 UTC,2026-03-02 20:37:06.378200 UTC
Lublin,4.03,88,Clouds,few clouds,4.47,2026-03-02 21:27:01.000000 UTC,2026-03-02 21:37:07.308366 UTC,2026-03-02 20:37:07.311304 UTC
Bialystok,6.46,75,Clouds,overcast clouds,2.24,2026-03-02 21:29:01.000000 UTC,2026-03-02 21:37:08.249894 UTC,2026-03-02 20:37:08.252853 UTC
Warsaw,6.69,63,Clear,clear sky,2.06,2026-03-02 21:29:45.000000 UTC,2026-03-02 21:38:09.203650 UTC,2026-03-02 20:38:09.207280 UTC
Krakow,4.99,32,Clouds,few clouds,0.55,2026-03-02 21:26:32.000000 UTC,2026-03-02 21:38:10.183144 UTC,2026-03-02 20:38:10.186482 UTC
Lodz,4.8,74,Clear,clear sky,0.51,2026-03-02 21:26:47.000000 UTC,2026-03-02 21:38:11.142386 UTC,2026-03-02 20:38:11.145426 UTC
Wroclaw,7.64,70,Clouds,overcast clouds,2.68,2026-03-02 21:26:05.000000 UTC,2026-03-02 21:38:12.208052 UTC,2026-03-02 20:38:12.210762 UTC
Poznan,8.36,65,Clouds,scattered clouds,2.15,2026-03-02 21:27:44.000000 UTC,2026-03-02 21:38:13.227859 UTC,2026-03-02 20:38:13.230639 UTC
Gdansk,5.91,79,Clouds,broken clouds,1.03,2026-03-02 21:28:04.000000 UTC,2026-03-02 21:38:14.204900 UTC,2026-03-02 20:38:14.207614 UTC
Szczecin,6.41,85,Clouds,overcast clouds,3.13,2026-03-02 21:28:31.000000 UTC,2026-03-02 21:38:15.159371 UTC,2026-03-02 20:38:15.162166 UTC
Bydgoszcz,5.16,82,Clear,clear sky,1.54,2026-03-02 21:28:59.000000 UTC,2026-03-02 21:38:16.118951 UTC,2026-03-02 20:38:16.122092 UTC
Lublin,4.03,88,Clouds,few clouds,4.47,2026-03-02 21:27:01.000000 UTC,2026-03-02 21:38:17.084036 UTC,2026-03-02 20:38:17.086872 UTC
Bialystok,6.46,75,Clouds,overcast clouds,2.24,2026-03-02 21:29:01.000000 UTC,2026-03-02 21:38:18.053282 UTC,2026-03-02 20:38:18.055785 UTC
Warsaw,6.69,63,Clear,clear sky,2.06,2026-03-02 21:29:45.000000 UTC,2026-03-02 21:39:19.020842 UTC,2026-03-02 20:39:19.024220 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:39:20.007750 UTC,2026-03-02 20:39:20.011629 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:39:21.014903 UTC,2026-03-02 20:39:21.018151 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:39:22.049152 UTC,2026-03-02 20:39:22.051947 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:39:23.201116 UTC,2026-03-02 20:39:23.203686 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:39:24.208425 UTC,2026-03-02 20:39:24.211844 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:39:25.199764 UTC,2026-03-02 20:39:25.202658 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:39:26.154547 UTC,2026-03-02 20:39:26.157338 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:39:27.152255 UTC,2026-03-02 20:39:27.154884 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:39:28.123986 UTC,2026-03-02 20:39:28.126657 UTC
Warsaw,6.69,63,Clear,clear sky,2.06,2026-03-02 21:29:45.000000 UTC,2026-03-02 21:40:29.061635 UTC,2026-03-02 20:40:29.064847 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:40:30.006946 UTC,2026-03-02 20:40:30.009895 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:40:30.944431 UTC,2026-03-02 20:40:30.947312 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:40:31.904286 UTC,2026-03-02 20:40:31.906709 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:40:32.854509 UTC,2026-03-02 20:40:32.857389 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:40:33.811263 UTC,2026-03-02 20:40:33.814252 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:40:34.765620 UTC,2026-03-02 20:40:34.768269 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:40:35.706042 UTC,2026-03-02 20:40:35.708778 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:40:36.659880 UTC,2026-03-02 20:40:36.663117 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:40:37.658178 UTC,2026-03-02 20:40:37.661021 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:41:38.618421 UTC,2026-03-02 20:41:38.621802 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:41:39.593724 UTC,2026-03-02 20:41:39.596700 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:41:40.621902 UTC,2026-03-02 20:41:40.625160 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:41:41.598465 UTC,2026-03-02 20:41:41.601692 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:41:42.553499 UTC,2026-03-02 20:41:42.557223 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:41:43.511674 UTC,2026-03-02 20:41:43.514394 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:41:44.466805 UTC,2026-03-02 20:41:44.469439 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:41:45.443132 UTC,2026-03-02 20:41:45.445682 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:41:46.424173 UTC,2026-03-02 20:41:46.428287 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:41:47.402630 UTC,2026-03-02 20:41:47.405407 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:42:48.368406 UTC,2026-03-02 20:42:48.372300 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:42:49.344765 UTC,2026-03-02 20:42:49.348285 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:42:50.295481 UTC,2026-03-02 20:42:50.298255 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:42:51.313003 UTC,2026-03-02 20:42:51.316813 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:42:52.387286 UTC,2026-03-02 20:42:52.391209 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:42:53.373554 UTC,2026-03-02 20:42:53.376429 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:42:54.342228 UTC,2026-03-02 20:42:54.345228 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:42:55.314266 UTC,2026-03-02 20:42:55.316715 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:42:56.308399 UTC,2026-03-02 20:42:56.311008 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:42:57.294513 UTC,2026-03-02 20:42:57.297679 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:43:58.235071 UTC,2026-03-02 20:43:58.238393 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:43:59.186700 UTC,2026-03-02 20:43:59.189871 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:44:00.139407 UTC,2026-03-02 20:44:00.142249 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:44:01.101356 UTC,2026-03-02 20:44:01.104001 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:44:02.095328 UTC,2026-03-02 20:44:02.097983 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:44:03.061445 UTC,2026-03-02 20:44:03.064093 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:44:04.044735 UTC,2026-03-02 20:44:04.047786 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:44:04.991459 UTC,2026-03-02 20:44:04.994575 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:44:05.941269 UTC,2026-03-02 20:44:05.944311 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:44:06.915816 UTC,2026-03-02 20:44:06.918831 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:45:07.865963 UTC,2026-03-02 20:45:07.869138 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:45:08.820080 UTC,2026-03-02 20:45:08.823061 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:45:09.807492 UTC,2026-03-02 20:45:09.810274 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:45:10.768593 UTC,2026-03-02 20:45:10.771762 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:45:11.751349 UTC,2026-03-02 20:45:11.754380 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:45:12.710835 UTC,2026-03-02 20:45:12.713718 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:45:13.656526 UTC,2026-03-02 20:45:13.659474 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:45:14.608417 UTC,2026-03-02 20:45:14.611058 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:45:15.560248 UTC,2026-03-02 20:45:15.563073 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:45:16.499290 UTC,2026-03-02 20:45:16.502191 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:46:17.444433 UTC,2026-03-02 20:46:17.447646 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:46:18.387012 UTC,2026-03-02 20:46:18.389653 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:46:19.357115 UTC,2026-03-02 20:46:19.360758 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:46:20.305611 UTC,2026-03-02 20:46:20.308617 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:46:21.249822 UTC,2026-03-02 20:46:21.252915 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:46:22.225152 UTC,2026-03-02 20:46:22.228026 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:46:23.167075 UTC,2026-03-02 20:46:23.170347 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:46:24.111093 UTC,2026-03-02 20:46:24.113544 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:46:25.062522 UTC,2026-03-02 20:46:25.065353 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:46:26.009748 UTC,2026-03-02 20:46:26.012543 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:47:26.968556 UTC,2026-03-02 20:47:26.971082 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:47:27.915757 UTC,2026-03-02 20:47:27.918480 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:47:28.861249 UTC,2026-03-02 20:47:28.864312 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:47:29.831778 UTC,2026-03-02 20:47:29.834559 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:47:30.786849 UTC,2026-03-02 20:47:30.789694 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:47:31.738845 UTC,2026-03-02 20:47:31.741876 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:47:32.727180 UTC,2026-03-02 20:47:32.729915 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:47:33.701713 UTC,2026-03-02 20:47:33.704097 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:47:34.657650 UTC,2026-03-02 20:47:34.660386 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:47:35.601790 UTC,2026-03-02 20:47:35.604426 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:48:36.636942 UTC,2026-03-02 20:48:36.639918 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:37:47.000000 UTC,2026-03-02 21:48:37.636038 UTC,2026-03-02 20:48:37.638780 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:35:39.000000 UTC,2026-03-02 21:48:38.585944 UTC,2026-03-02 20:48:38.588687 UTC
Wroclaw,7.49,72,Clouds,broken clouds,1.79,2026-03-02 21:37:30.000000 UTC,2026-03-02 21:48:39.537532 UTC,2026-03-02 20:48:39.540186 UTC
Poznan,7.39,74,Clouds,scattered clouds,1.82,2026-03-02 21:35:52.000000 UTC,2026-03-02 21:48:40.475904 UTC,2026-03-02 20:48:40.478374 UTC
Gdansk,5.53,81,Clouds,broken clouds,1.54,2026-03-02 21:38:05.000000 UTC,2026-03-02 21:48:41.412371 UTC,2026-03-02 20:48:41.414922 UTC
Szczecin,6.36,88,Clouds,broken clouds,3.13,2026-03-02 21:39:17.000000 UTC,2026-03-02 21:48:42.392577 UTC,2026-03-02 20:48:42.395043 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:39:26.000000 UTC,2026-03-02 21:48:43.357594 UTC,2026-03-02 20:48:43.360306 UTC
Lublin,5.14,89,Clouds,few clouds,5.36,2026-03-02 21:39:27.000000 UTC,2026-03-02 21:48:44.314110 UTC,2026-03-02 20:48:44.316891 UTC
Bialystok,6.28,75,Clouds,overcast clouds,1.79,2026-03-02 21:36:10.000000 UTC,2026-03-02 21:48:45.262091 UTC,2026-03-02 20:48:45.264490 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:49:46.217648 UTC,2026-03-02 20:49:46.220852 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:49:47.171634 UTC,2026-03-02 20:49:47.174685 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:49:48.107148 UTC,2026-03-02 20:49:48.110177 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:49:49.070692 UTC,2026-03-02 20:49:49.073305 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:49:50.049547 UTC,2026-03-02 20:49:50.052520 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:49:50.999198 UTC,2026-03-02 20:49:51.002072 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:49:51.963547 UTC,2026-03-02 20:49:51.966264 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:49:52.942762 UTC,2026-03-02 20:49:52.945194 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:49:53.889533 UTC,2026-03-02 20:49:53.892692 UTC
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:49:54.850869 UTC,2026-03-02 20:49:54.853873 UTC
Warsaw,6.42,65,Clear,clear sky,2.06,2026-03-02 21:40:05.000000 UTC,2026-03-02 21:50:55.804015 UTC,2026-03-02 20:50:55.807013 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:50:56.746356 UTC,2026-03-02 20:50:56.749408 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:50:57.697608 UTC,2026-03-02 20:50:57.700380 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:50:58.657837 UTC,2026-03-02 20:50:58.660763 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:50:59.615537 UTC,2026-03-02 20:50:59.618106 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:51:00.583407 UTC,2026-03-02 20:51:00.586191 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:51:01.546341 UTC,2026-03-02 20:51:01.549061 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:51:02.542214 UTC,2026-03-02 20:51:02.545230 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:51:03.486086 UTC,2026-03-02 20:51:03.488685 UTC
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:51:04.561092 UTC,2026-03-02 20:51:04.564182 UTC
Warsaw,7.0,65,Clear,clear sky,2.06,2026-03-02 21:50:33.000000 UTC,2026-03-02 21:52:07.032212 UTC,2026-03-02 20:52:07.036450 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:52:08.000969 UTC,2026-03-02 20:52:08.004001 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:52:08.965653 UTC,2026-03-02 20:52:08.968453 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:52:10.008513 UTC,2026-03-02 20:52:10.011256 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:52:10.959822 UTC,2026-03-02 20:52:10.963129 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:52:11.941627 UTC,2026-03-02 20:52:11.945011 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:52:12.942942 UTC,2026-03-02 20:52:12.945855 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:52:13.901553 UTC,2026-03-02 20:52:13.904319 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:52:14.876609 UTC,2026-03-02 20:52:14.879369 UTC
Bialystok,6.28,75,Clouds,overcast clouds,2.24,2026-03-02 21:49:12.000000 UTC,2026-03-02 21:52:15.827452 UTC,2026-03-02 20:52:15.830554 UTC
Warsaw,7.0,65,Clear,clear sky,2.06,2026-03-02 21:50:33.000000 UTC,2026-03-02 21:53:16.826128 UTC,2026-03-02 20:53:16.828893 UTC
Krakow,4.43,33,Clouds,few clouds,0.66,2026-03-02 21:45:11.000000 UTC,2026-03-02 21:53:17.825537 UTC,2026-03-02 20:53:17.828579 UTC
Lodz,6.06,76,Clouds,scattered clouds,2.26,2026-03-02 21:47:05.000000 UTC,2026-03-02 21:53:18.796029 UTC,2026-03-02 20:53:18.799004 UTC
Wroclaw,6.93,72,Clouds,broken clouds,2.24,2026-03-02 21:48:51.000000 UTC,2026-03-02 21:53:19.757116 UTC,2026-03-02 20:53:19.760425 UTC
Poznan,6.41,79,Clouds,scattered clouds,1.82,2026-03-02 21:49:39.000000 UTC,2026-03-02 21:53:20.712894 UTC,2026-03-02 20:53:20.715312 UTC
Gdansk,5.23,82,Clouds,broken clouds,1.54,2026-03-02 21:49:51.000000 UTC,2026-03-02 21:53:21.711903 UTC,2026-03-02 20:53:21.714559 UTC
Szczecin,6.87,84,Clouds,broken clouds,3.13,2026-03-02 21:45:02.000000 UTC,2026-03-02 21:53:22.670780 UTC,2026-03-02 20:53:22.673360 UTC
Bydgoszcz,6.11,77,Clear,clear sky,1.54,2026-03-02 21:47:07.000000 UTC,2026-03-02 21:53:23.629758 UTC,2026-03-02 20:53:23.632321 UTC
Lublin,4.03,89,Clouds,few clouds,5.81,2026-03-02 21:48:35.000000 UTC,2026-03-02 21:53:24.598861 UTC,2026-03-02 20:53:24.601764 UTC
